file	function	option_name	values_seen	branch_evidence_lines	state_mutation	ayanamsa_touchpoint	anchor_id
src/jhora/horoscope/dhasa/graha/panchottari.py	get_dhasa_bhukthi	star_position_from_moon	parameter_only	L109,L142	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/panchottari.py	get_dhasa_bhukthi	use_rasi_bhukthi_variation	parameter_only	L125	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/panchottari.py	get_dhasa_bhukthi	use_tribhagi_variation	truthy/falsy	L109,L139	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	_antardhasa	antardhasa_option	1,3,4,5,6	L36,L39,L41,L43	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	_dhasa_progression	dhasa_starting_planet	1,const._ascendant_symbol	L51,L58,L60,L62,L65,L68,L71,L74,L77,L82	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	_dhasa_progression	divisional_chart_factor	parameter_only	L50,L56,L63,L66,L69,L72,L75,L78	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	_dhasa_progression	star_position_from_moon	parameter_only	L50	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	antardhasa_option	parameter_only	L89	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	dhasa_starting_planet	parameter_only	L89	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	divisional_chart_factor	parameter_only	L87	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	include_antardhasa	truthy/falsy	L87,L133	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	seed_star	parameter_only	L87	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	star_position_from_moon	parameter_only	L88	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/saptharishi_nakshathra.py	get_dhasa_bhukthi	use_tribhagi_variation	truthy/falsy	L88,L121	global_mutation	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_antardhasa	antardhasa_option	1,3,4,5,6	L59,L61,L63,L65	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_dhasa_start	dhasa_starting_planet	1,const._ascendant_symbol	L72,L79,L81,L83,L86,L89,L92,L95,L98,L103	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_dhasa_start	divisional_chart_factor	parameter_only	L71,L77,L84,L87,L90,L93,L96,L99	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_dhasa_start	seed_star	parameter_only	L71	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_dhasa_start	star_position_from_moon	parameter_only	L71	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_get_dhasa_dict	seed_star	parameter_only	L43	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	_maha_dhasa	seed_star	parameter_only	L56	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	applicability_check	divisional_chart_factor	parameter_only	L36	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	antardhasa_option	parameter_only	L113,L128	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	dhasa_starting_planet	parameter_only	L113,L147	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	divisional_chart_factor	parameter_only	L113,L146	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	include_antardhasa	truthy/falsy	L112,L152	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	seed_star	parameter_only	L113,L147	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	star_position_from_moon	parameter_only	L112,L145	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	use_rasi_bhukthi_variation	parameter_only	L128	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/sataatbika.py	get_dhasa_bhukthi	use_tribhagi_variation	truthy/falsy	L112,L142	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_antardhasa	antardhasa_option	1,3,4,5,6	L54,L56,L58,L60	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_dhasa_start	dhasa_starting_planet	1,const._ascendant_symbol	L67,L74,L76,L78,L81,L84,L87,L90,L93,L98	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_dhasa_start	divisional_chart_factor	parameter_only	L66,L72,L79,L82,L85,L88,L91,L94	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_dhasa_start	seed_star	parameter_only	L66	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_dhasa_start	star_position_from_moon	parameter_only	L66	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_get_dhasa_dict	seed_star	parameter_only	L41	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	_maha_dhasa	seed_star	parameter_only	L51	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	get_dhasa_bhukthi	antardhasa_option	parameter_only	L109,L126	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	get_dhasa_bhukthi	dhasa_starting_planet	parameter_only	L109,L145	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	get_dhasa_bhukthi	divisional_chart_factor	parameter_only	L109,L144	local_recompute	none	DS900
src/jhora/horoscope/dhasa/graha/shastihayani.py	get_dhasa_bhukthi	include_antardhasa	truthy/falsy	L108,L150	local_recompute	none	DS900
